Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL EQUITY & DEBT FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"214,194",0.02%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL LARGE & MID CAP FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"214,193",0.02%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL MIDCAP FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"171,355",0.02%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL REGULAR SAVINGS FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"107,097",0.01%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BUSINESS CYCLE FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"80,322",0.01%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND,NSE,Block,Purchase,29 Mar 2022,1068.35,"42,839",0.00%
Kalpataru Projects International Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,09 Dec 2021,378,"4,450,000",2.74%
Kalpataru Projects International Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,09 Dec 2021,378,"4,450,000",2.74%
National Highways Infra Trust,ICICI Group,ICICI BANK LTD. (TRADING),NSE,Bulk,Sell,08 Dec 2021,101.64,"11,200,000",1.53%
National Highways Infra Trust,ICICI Group,ICICI BANK LTD. (TRADING),NSE,Bulk,Sell,03 Dec 2021,101.61,"8,400,000",1.14%
Zensar Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,18 Nov 2021,450,"1,477,137",0.65%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"1,756,098",0.18%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"785,049",0.08%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"328,829",0.03%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"300,000",0.03%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"198,000",0.02%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"139,024",0.01%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"93,000",0.01%
Maris Spinners Ltd.,ICICI Group,ICICI BANK LTD,BSE,Bulk,Sell,06 Jul 2021,46.1,"150,000",1.89%
Saboo Brothers Ltd.,ICICI Group,ICICI BANK LTD,BSE,Bulk,Sell,05 Jul 2021,8.09,"80,155",1.31%
Maris Spinners Ltd.,ICICI Group,ICICI BANK LTD,BSE,Bulk,Sell,05 Jul 2021,44.28,"50,000",0.63%
Den Networks Ltd.,ICICI Group,ICICI BANK LTD,NSE,Bulk,Sell,09 Jun 2021,57.34,"4,223,754",0.89%
Crompton Greaves Consumer Electricals Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,09 Jun 2021,400.4,"2,497,000",0.39%
Den Networks Ltd.,ICICI Group,ICICI BANK LTD,NSE,Bulk,Sell,08 Jun 2021,57.8,"2,458,389",0.52%
Pilani Investment and Industries Corporation Ltd.,ICICI Group,ICICI LOMBARD GENERAL INSURANCE CO LIMITED,NSE,Bulk,Sell,07 Jun 2021,1690,"63,523",0.57%
"TVS Motor Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,07 Jun 2021,617.25,"9,720,534",2.05%
"TVS Motor Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,07 Jun 2021,617.25,"9,720,534",2.05%
"TVS Motor Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,07 Jun 2021,617.25,"486,026",0.10%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,07 May 2021,960,"9,000,000",0.90%
"SBI Life Insurance Company Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,07 May 2021,960,"3,800,000",0.38%
MPS Ltd.,ICICI Group,ICICI LOMBARD GENERAL INSURANCE CO LIMITED,NSE,Bulk,Sell,31 Mar 2021,434.78,"396,256",2.32%
"Bharat Petroleum Corporation Ltd.
 Pilot Project 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL VALUE DISCOVERY FUND,NSE,Bulk,Purchase,09 Mar 2021,438.1,"13,884,962",0.64%
AJR Infra and Tolling Ltd.,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,Sell,26 Feb 2021,0.76,"8,283,072",0.88%
AJR Infra and Tolling Ltd.,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,Sell,25 Feb 2021,0.75,"24,232,537",2.57%
AJR Infra and Tolling Ltd.,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,Sell,23 Feb 2021,0.75,"23,000,000",2.44%
AJR Infra and Tolling Ltd.,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,Sell,22 Feb 2021,0.75,"19,010,226",2.02%
"Birlasoft Ltd.
 Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,21 Dec 2020,205.15,"2,000,000",0.72%
"Birlasoft Ltd.
 Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,21 Dec 2020,205.15,"2,000,000",0.72%
Aurum Proptech Ltd.,ICICI Group,ICICI BANK LTD A/C ICICI TREASURY,NSE,Bulk,Purchase,17 Dec 2020,968.08,"201,000",0.51%
TD Power Systems Ltd.,ICICI Group,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD A/C PMS,NSE,Bulk,Sell,20 Nov 2020,131.3,"173,833",0.11%
ICICI Securities Ltd.,ICICI Group,ICICI BANK LTD. (INVESTMENT),NSE,Bulk,Sell,28 Aug 2020,480.95,"6,442,000",1.99%
Matrimony.com Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,25 Aug 2020,520,"261,923",1.18%
Matrimony.com Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,25 Aug 2020,520,"261,923",1.18%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,21 Aug 2020,430.05,"950,000",1.37%
"Sudarshan Chemical Industries Ltd.
 52 week high Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,21 Aug 2020,430.05,"950,000",1.37%
Metropolis Healthcare Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,03 Jul 2020,1341,"82,500",0.16%
Metropolis Healthcare Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,03 Jul 2020,1341,"78,527",0.15%
Metropolis Healthcare Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,03 Jul 2020,1341,"67,754",0.13%
Metropolis Healthcare Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,03 Jul 2020,1341,"14,746",0.03%
ICICI Prudential Life Insurance Company Ltd.,ICICI Group,ICICI BANK LTD. (INVESTMENT),NSE,Bulk,Sell,22 Jun 2020,391.6,"21,500,000",1.49%
ICICI Prudential Life Insurance Company Ltd.,ICICI Group,ICICI BANK LTD. (INVESTMENT),NSE,Block,Sell,22 Jun 2020,391.6,"21,500,000",1.49%
"ICICI Lombard General Insurance Company Ltd.
 52 week high",ICICI Group,ICICI BANK LTD. (INVESTMENT),NSE,Bulk,Sell,19 Jun 2020,1250.55,"18,000,000",3.66%
"Data Patterns (India) Ltd.
 High Gain High Volume",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,Purchase,16 Feb 2024,1837,"455,000",0.81%
"Data Patterns (India) Ltd.
 High Gain High Volume",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,16 Feb 2024,1837,"455,000",0.81%
"Data Patterns (India) Ltd.
 High Gain High Volume",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,16 Feb 2024,1837,"91,000",0.16%
"Bharat Petroleum Corporation Ltd.
 Pilot Project 10-year high",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,14 Feb 2024,584,"2,250,000",0.10%
"Bharat Petroleum Corporation Ltd.
 Pilot Project 10-year high",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,14 Feb 2024,584,"171,500",0.01%
Onward Technologies Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Purchase,21 Dec 2023,620.75,"159,699",0.71%
Nippon Life India Asset Management Ltd.,Kotak Group,KOTAK MAHINDRA OLD MUTUAL LIFE INSURANCE LIMITED,BSE,Block,Purchase,20 Dec 2023,445.35,"210,698",0.03%
Nippon Life India Asset Management Ltd.,Kotak Group,KOTAK MAHINDRA OLD MUTUAL LIFE INSURANCE LIMITED,BSE,Block,Purchase,20 Dec 2023,445.35,"14,302",0.00%
Apollo Tyres Ltd.,Kotak Group,KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE LTD,BSE,Block,Purchase,19 Dec 2023,448.35,"882,000",0.14%
PVR INOX Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,15 Dec 2023,1753,"379,839",0.39%
PVR INOX Ltd.,Kotak Group,ALPS/KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,15 Dec 2023,1753,"172,992",0.18%
PVR INOX Ltd.,Kotak Group,KOTAK FUNDS-INDIA ESG FUND,NSE,Block,Purchase,15 Dec 2023,1753,"46,164",0.05%
"Fusion Micro Finance Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Purchase,14 Dec 2023,555.6,"712,000",0.70%
"Fusion Micro Finance Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,14 Dec 2023,555.6,"712,000",0.70%
Mankind Pharma Ltd.,Kotak Group,KOTAK FUNDSINDIA MIDCAP FUND,BSE,Bulk,Purchase,12 Dec 2023,1832.3,"2,029,246",0.51%
"Computer Age Management Services Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,Purchase,04 Dec 2023,2766,"488,000",0.99%
"Computer Age Management Services Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,04 Dec 2023,2766,"488,000",0.99%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK MAHINDRA MATUAL FUND,BSE,Block,Purchase,29 Nov 2023,112.7,"12,000,000",0.14%
"Minda Corporation Ltd.
 10-year high Insider Trades",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED A/C CLASSIC OPPORTUNITIES FUND,NSE,Bulk,Purchase,02 Nov 2023,330.94,"1,378,340",0.58%
PB Fintech Ltd.,Kotak Group,KOTAK FUNDS-INDIA MIDCAP FUND,NSE,Block,Purchase,06 Oct 2023,762.8,"1,620,795",0.36%
PB Fintech Ltd.,Kotak Group,KOTAK INFINITY FUND CLASS AC,NSE,Block,Purchase,06 Oct 2023,762.8,"14,904",0.00%
Voltamp Transformers Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,Purchase,26 Sep 2023,4632,"130,000",1.28%
Spandana Sphoorty Financial Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED - CLASSIC OPPORTUNITIES FUND ULIF 033 16 12 09 CLAOPPF,BSE,Bulk,Purchase,30 Aug 2023,765,"924,680",1.30%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,30 Aug 2023,94.7,"5,240,100",0.06%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK FUNDS-INDIA MIDCAP FUND,NSE,Block,Purchase,30 Aug 2023,94.7,"4,596,331",0.05%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,30 Aug 2023,94.7,"2,620,000",0.03%
"Zomato Ltd.
 52 week high",Kotak Group,ALPS/KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,30 Aug 2023,94.7,"563,945",0.01%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK FUNDS-INDIA ESG FUND,NSE,Block,Purchase,30 Aug 2023,94.7,"131,670",0.00%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK INFINITY FUND CLASS AC,NSE,Block,Purchase,30 Aug 2023,94.7,"39,294",0.00%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK FUNDSINDIA MIDCAP FUND,BSE,Block,Purchase,28 Aug 2023,91,"26,112,000",0.30%
"Zomato Ltd.
 52 week high",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,28 Aug 2023,91,"14,960,000",0.17%
Coforge Ltd.,Kotak Group,KOTAK FUNDS - INDIA MIDCAP FUND,NSE,Bulk,Purchase,24 Aug 2023,4703,"865,328",1.40%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BSE,Bulk,Purchase,24 Aug 2023,1354.99,"1,599,543",2.51%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BSE,Bulk,Sell,24 Aug 2023,1355,"1,624,834",2.55%
Bikaji Foods International Ltd.,Kotak Group,ALPS/KOTAK INDIA GROWTH FUND,BSE,Block,Purchase,08 Aug 2023,480,"360,698",0.14%
Bikaji Foods International Ltd.,Kotak Group,PUBLIC SECTOR PENSION INVESTMENT BOARD - KOTAK MAHINDRA ASSET MANAGEMENT (SINGAPORE) PTE LTD,BSE,Block,Purchase,08 Aug 2023,480,"206,511",0.08%
"Amara Raja Energy & Mobility Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Bulk,Purchase,18 Jul 2023,652,"920,245",0.50%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,27 Jun 2023,1377.1,"148,950",0.23%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK INFINITY FUND-CLASS AC,NSE,Block,Purchase,27 Jun 2023,1377.1,"1,662",0.00%
Sansera Engineering Ltd.,Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Bulk,Purchase,22 Jun 2023,835,"1,885,053",3.52%
Sansera Engineering Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Bulk,Purchase,22 Jun 2023,835,"502,995",0.94%
Sansera Engineering Ltd.,Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,22 Jun 2023,835,"1,885,053",3.52%
Sansera Engineering Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"502,995",0.94%
Sansera Engineering Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"226,347",0.42%
Sansera Engineering Ltd.,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,22 Jun 2023,835,"136,220",0.25%
Sansera Engineering Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,22 Jun 2023,835,"108,982",0.20%
Sansera Engineering Ltd.,Kotak Group,KOTAK FUNDS INDIA GROWTH FUND,NSE,Block,Purchase,22 Jun 2023,835,"76,318",0.14%
Sansera Engineering Ltd.,Kotak Group,KOTAK INFINITY FUND,NSE,Block,Purchase,22 Jun 2023,835,"21,898",0.04%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,21 Jun 2023,1545,"429,908",0.11%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND AC KOTAK SELECT FOCUS FUND,NSE,Block,Purchase,21 Jun 2023,1545,"429,908",0.11%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND AC KOTAK EMERGING EQUITY SCHEME,NSE,Block,Purchase,21 Jun 2023,1545,"286,606",0.08%
Shriram Finance Ltd.,Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,21 Jun 2023,1545,"177,925",0.05%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,21 Jun 2023,1545,"100,900",0.03%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,21 Jun 2023,1545,"57,321",0.02%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,21 Jun 2023,1545,"57,321",0.02%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,21 Jun 2023,1545,"33,100",0.01%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND AC KOTAK CONTRA FUND,NSE,Block,Purchase,21 Jun 2023,1545,"28,661",0.01%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,21 Jun 2023,1545,"16,900",0.00%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,21 Jun 2023,1545,"9,100",0.00%
Shriram Finance Ltd.,Kotak Group,KOTAK INFINITY FUND CLASS AC,NSE,Block,Purchase,21 Jun 2023,1545,"2,075",0.00%
Shriram Finance Ltd.,Kotak Group,KOTAK FUNDSINDIA MIDCAP FUND,BSE,Block,Purchase,19 Jun 2023,1401,"1,662,500",0.44%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND - KOTAK MULTICAP FUND,BSE,Block,Purchase,19 Jun 2023,1401,"206,900",0.06%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED - CLASSIC OPPORTUNITIES FUND ULIF 033 16 12 09 CLAOPPF,BSE,Block,Purchase,19 Jun 2023,1401,"94,875",0.03%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED - FRONTLINE EQUITY FUND ULIF 034 17 12 09 FRLEQUFND 10,BSE,Block,Purchase,19 Jun 2023,1401,"68,635",0.02%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED - KOTAK GROUP BALANCED FUND ULGF 003 27 06 03 BALFND 1,BSE,Block,Purchase,19 Jun 2023,1401,"34,815",0.01%
Shriram Finance Ltd.,Kotak Group,KOTAK INFINITY FUND CLASS AC,BSE,Block,Purchase,19 Jun 2023,1401,"14,500",0.00%
Shriram Finance Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED - KOTAK OPPORTUNITIES FUND ULIF 029 02 10 08 OPPFND 10,BSE,Block,Purchase,19 Jun 2023,1401,"8,575",0.00%
Syngene International Ltd.,Kotak Group,KOTAK FUNDS-INDIA MIDCAP FUND,BSE,Block,Purchase,01 Feb 2023,560,"398,700",0.10%
Syngene International Ltd.,Kotak Group,KOTAK INFINITY FUND,BSE,Block,Purchase,01 Feb 2023,560,"1,300",0.00%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,BSE,Bulk,Purchase,15 Dec 2022,1347,"430,868",0.68%
"Sapphire Foods India Ltd.
 Insider Trades",Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,BSE,Block,Purchase,15 Dec 2022,1347,"437,120",0.69%
PB Fintech Ltd.,Kotak Group,KOTAK FUNDS INDIA MIDCAP FUND,NSE,Block,Purchase,02 Dec 2022,456.4,"1,496,307",0.33%
PB Fintech Ltd.,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,02 Dec 2022,456.4,"133,176",0.03%
PB Fintech Ltd.,Kotak Group,KOTAK INFINITY FUND CLASS AC,NSE,Block,Purchase,02 Dec 2022,456.4,"21,770",0.00%
PB Fintech Ltd.,Kotak Group,KOTAK FUNDS INDIA GROWTH FUND,NSE,Block,Purchase,02 Dec 2022,456.4,"10,638",0.00%
JTL Industries Ltd.,Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Purchase,18 Oct 2022,260,"919,400",0.54%
Embassy Office Parks REIT,Kotak Group,KOTAK PERFORMING RE CREDIT STRATEGY FUND-I,NSE,Bulk,Purchase,27 Sep 2022,345,"46,376,811",4.89%
iStreet Network Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,19 Sep 2022,2.38,"253,076",1.19%
GACM Technologies Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,Sell,16 Sep 2022,0.55,"2,074,074",0.61%
GACM Technologies Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,15 Sep 2022,0.57,"2,025,926",0.60%
Excel Realty N Infra Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,Sell,12 Sep 2022,7.25,"884,021",0.06%
ACI Infocom Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,12 Sep 2022,1.14,"595,353",0.54%
Excel Realty N Infra Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,Sell,09 Sep 2022,6.98,"477,125",0.03%
ACI Infocom Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,07 Sep 2022,1.21,"1,487,679",1.35%
Basant Agro Tech (India) Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,06 Sep 2022,21.41,"1,000,000",1.10%
Artefact Projects Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,Sell,06 Sep 2022,66.3,"215,207",2.96%
GACM Technologies Ltd-DVR,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,Sell,06 Sep 2022,9.88,"381,347",-%
GSS Infotech Ltd.,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,Sell,05 Sep 2022,215,"94,023",0.56%
Rolex Rings Ltd.,Kotak Group,KOTAK FUNDS - INDIA MIDCAP FUND,NSE,Bulk,Purchase,26 Aug 2022,1700,"431,679",1.59%
Bata India Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,01 Jun 2022,1860,"250,000",0.19%
Indiabulls Housing Finance Ltd.,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Purchase,26 Nov 2021,246.18,"2,522,834",0.44%
Indiabulls Housing Finance Ltd.,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Sell,26 Nov 2021,246,"681,434",0.12%
Banswara Syntex Ltd.,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,Sell,30 Sep 2021,153.2,"680,000",1.99%
RPSG Ventures Ltd.,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,Sell,23 Aug 2021,598.5,"1,283,489",4.35%
Reliance Chemotex Industries Ltd.,Kotak Group,VIKRAM PRATAPBHAI KOTAK,BSE,Bulk,Purchase,20 Aug 2021,120,"105,000",1.39%
Reliance Chemotex Industries Ltd.,Kotak Group,VIKRAM KOTAK HUF,BSE,Bulk,Purchase,20 Aug 2021,120,"60,000",0.80%
Aavas Financiers Ltd.,Kotak Group,KOTAK MAHINDRA MATUAL FUND,BSE,Block,Purchase,20 Aug 2021,2452.5,"101,000",0.13%
Aavas Financiers Ltd.,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,BSE,Block,Purchase,20 Aug 2021,2452.5,"40,667",0.05%
Aavas Financiers Ltd.,Kotak Group,KOTAK FUNDS - INDIA MIDCAP FUND,BSE,Block,Purchase,20 Aug 2021,2452.5,"40,666",0.05%
Mold-Tek Packaging Ltd.,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,NSE,Bulk,Purchase,06 Aug 2021,517.99,"252,000",0.76%
"SBI Life Insurance Company Ltd.
 10-year high",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"300,000",0.03%
Hindustan Media Ventures Ltd.,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,Sell,28 Jun 2021,81.17,"3,968,400",5.39%
"National Aluminium Company Ltd.
 10-year high",Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Purchase,28 Jun 2021,79.72,"14,242,265",0.78%
"National Aluminium Company Ltd.
 10-year high",Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Sell,28 Jun 2021,79.32,"2,145,986",0.12%
Indiabulls Housing Finance Ltd.,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Purchase,10 Jun 2021,277.87,"3,537,017",0.62%
Indiabulls Housing Finance Ltd.,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Sell,10 Jun 2021,282.04,"1,783,314",0.31%
Crompton Greaves Consumer Electricals Ltd.,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,BSE,Block,Purchase,09 Jun 2021,400.4,"255,000",0.04%
Nazara Technologies Ltd.,Kotak Group,ALPS/KOTAK INDIA GROWTH FUND,NSE,Block,Purchase,09 Jun 2021,1641.95,"64,312",0.09%
Indiabulls Housing Finance Ltd.,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,Purchase,07 Jun 2021,253.41,"39,648",0.01%
