Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
23-11-2020,Matrimony.com Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,643.9,744279,0.0334,MATRIMONY.NS,23-12-2020,21-02-2021,23-11-2021,18.52,20.05,36.39,"SBI Group purchased 744279 shares of Matrimony.com Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 643.9 . This was a Bulk deal and after this purchase, the stock showed 18.52% growth in 1 month, 20.05% growth in 3 months and 36.39% growth in 1 year."
16-12-2020,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,205.13,2715064,0.0047,IBULHSGFIN.NS,15-01-2021,16-03-2021,16-12-2021,12.96,5.72,28.4,"Kotak Group purchased 2715064 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 205.13 . This was a Bulk deal and after this purchase, the stock showed 12.96% growth in 1 month, 5.72% growth in 3 months and 28.4% growth in 1 year."
17-12-2020,Aurum Proptech Ltd.,Purchase,ICICI Group,ICICI BANK LTD A/C ICICI TREASURY,NSE,Bulk,968.08,201000,0.0051,AURUM.NS,16-01-2021,17-03-2021,17-12-2021,-97.31,-92.37,-84.18,"ICICI Group purchased 201000 shares of Aurum Proptech Ltd. in their ICICI BANK LTD A/C ICICI TREASURY fund on NSE for the price of 968.08 . This was a Bulk deal and after this purchase, the stock showed -97.31% growth in 1 month, -92.37% growth in 3 months and -84.18% growth in 1 year."
21-12-2020,Birlasoft Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,205.15,4000000,0.0144,BSOFT.NS,20-01-2021,21-03-2021,21-12-2021,26.25,21.35,131.6,"ICICI Group purchased 4000000 shares of Birlasoft Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on NSE for the price of 205.15 . This was a Block deal and after this purchase, the stock showed 26.25% growth in 1 month, 21.35% growth in 3 months and 131.6% growth in 1 year."
24-12-2020,Inox Leisure Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND A/C HDFC DIVIDEND YIELD FUND,BSE,Bulk,278.7,1500000,0.0123,-,23-01-2021,24-03-2021,24-12-2021,,,,"HDFC Group purchased 1500000 shares of Inox Leisure Ltd. in their HDFC MUTUAL FUND A/C HDFC DIVIDEND YIELD FUND fund on BSE for the price of 278.7 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
24-12-2020,Paisalo Digital Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,490,3800000,0.0085,PAISALO.NS,23-01-2021,24-03-2021,24-12-2021,32.04,54.85,31.21,"SBI Group purchased 3800000 shares of Paisalo Digital Ltd. in their SBI LIFE INSURANCE COMPANY LIMITED fund on NSE for the price of 490.0 . This was a Bulk deal and after this purchase, the stock showed 32.04% growth in 1 month, 54.85% growth in 3 months and 31.21% growth in 1 year."
30-12-2020,Centum Electronics Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND A/C HDFC DIVIDEND YIELD FUND,NSE,Bulk,421.19,400000,0.031,CENTUM.NS,29-01-2021,30-03-2021,30-12-2021,2.62,-12.36,36.62,"HDFC Group purchased 400000 shares of Centum Electronics Ltd. in their HDFC MUTUAL FUND A/C HDFC DIVIDEND YIELD FUND fund on NSE for the price of 421.19 . This was a Bulk deal and after this purchase, the stock showed 2.62% growth in 1 month, -12.36% growth in 3 months and 36.62% growth in 1 year."
04-01-2021,Greenply Industries Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,122.6,1806000,0.0146,GREENPLY.NS,03-02-2021,04-04-2021,04-01-2022,-3.35,41.96,63.45,"HDFC Group purchased 1806000 shares of Greenply Industries Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 122.6 . This was a Bulk deal and after this purchase, the stock showed -3.35% growth in 1 month, 41.96% growth in 3 months and 63.45% growth in 1 year."
05-01-2021,Prism Johnson Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,88,9290000,0.0185,PRSMJOHNSN.NS,04-02-2021,05-04-2021,05-01-2022,12.95,50.28,46.36,"SBI Group purchased 9290000 shares of Prism Johnson Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 88.0 . This was a Bulk deal and after this purchase, the stock showed 12.95% growth in 1 month, 50.28% growth in 3 months and 46.36% growth in 1 year."
06-01-2021,PNC Infratech Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,175,4400000,0.0172,PNCINFRA.NS,05-02-2021,06-04-2021,06-01-2022,30.66,45.86,62,"Axis Group purchased 4400000 shares of PNC Infratech Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 175.0 . This was a Bulk deal and after this purchase, the stock showed 30.66% growth in 1 month, 45.86% growth in 3 months and 62.0% growth in 1 year."
14-01-2021,Ahluwalia Contracts (India) Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,265,2600000,0.0388,AHLUCONT.NS,13-02-2021,14-04-2021,14-01-2022,0,-9.66,28.36,"SBI Group purchased 2600000 shares of Ahluwalia Contracts (India) Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 265.0 . This was a Bulk deal and after this purchase, the stock showed 0.0% growth in 1 month, -9.66% growth in 3 months and 28.36% growth in 1 year."
14-01-2021,M M Forgings Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,448.5,290699,0.012,MMFL.NS,13-02-2021,14-04-2021,14-01-2022,8.62,5.01,65.68,"HDFC Group purchased 290699 shares of M M Forgings Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 448.5 . This was a Bulk deal and after this purchase, the stock showed 8.62% growth in 1 month, 5.01% growth in 3 months and 65.68% growth in 1 year."
18-01-2021,GHCL Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,209.25,800000,0.0084,GHCL.NS,17-02-2021,18-04-2021,18-01-2022,1.46,10.86,109.92,"HDFC Group purchased 800000 shares of GHCL Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 209.25 . This was a Bulk deal and after this purchase, the stock showed 1.46% growth in 1 month, 10.86% growth in 3 months and 109.92% growth in 1 year."
20-01-2021,Kirloskar Oil Engines Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,125,5223094,0.036,KIRLOSENG.NS,19-02-2021,20-04-2021,20-01-2022,26.34,20.84,40.65,"SBI Group purchased 5223094 shares of Kirloskar Oil Engines Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 125.0 . This was a Bulk deal and after this purchase, the stock showed 26.34% growth in 1 month, 20.84% growth in 3 months and 40.65% growth in 1 year."
19-02-2021,Esab India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND A/C SBI SMALL CAP FUND,NSE,Bulk,1865,341733,0.0222,ESABINDIA.NS,21-03-2021,20-05-2021,19-02-2022,-3.79,-7.4,49.32,"SBI Group purchased 341733 shares of Esab India Ltd. in their SBI MUTUAL FUND A/C SBI SMALL CAP FUND fund on NSE for the price of 1865.0 . This was a Bulk deal and after this purchase, the stock showed -3.79% growth in 1 month, -7.4% growth in 3 months and 49.32% growth in 1 year."
24-02-2021,Esab India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1865,250000,0.0162,ESABINDIA.NS,26-03-2021,25-05-2021,24-02-2022,-3.23,-1.18,48.89,"SBI Group purchased 250000 shares of Esab India Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1865.0 . This was a Bulk deal and after this purchase, the stock showed -3.23% growth in 1 month, -1.18% growth in 3 months and 48.89% growth in 1 year."
26-02-2021,Esab India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1865,300000,0.0195,ESABINDIA.NS,28-03-2021,27-05-2021,26-02-2022,-1.01,0.1,50.93,"SBI Group purchased 300000 shares of Esab India Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 1865.0 . This was a Bulk deal and after this purchase, the stock showed -1.01% growth in 1 month, 0.1% growth in 3 months and 50.93% growth in 1 year."
03-03-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,244.14,2344219,0.0041,IBULHSGFIN.NS,02-04-2021,01-06-2021,03-03-2022,-17.48,-9.7,-38.89,"Kotak Group purchased 2344219 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 244.14 . This was a Bulk deal and after this purchase, the stock showed -17.48% growth in 1 month, -9.7% growth in 3 months and -38.89% growth in 1 year."
04-03-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,246.79,46286,0.0001,IBULHSGFIN.NS,03-04-2021,02-06-2021,04-03-2022,-15.94,-8.93,-37.42,"Kotak Group purchased 46286 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 246.79 . This was a Bulk deal and after this purchase, the stock showed -15.94% growth in 1 month, -8.93% growth in 3 months and -37.42% growth in 1 year."
09-03-2021,Bharat Petroleum Corporation Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL VALUE DISCOVERY FUND,NSE,Bulk,438.1,13884962,0.0064,BPCL.NS,08-04-2021,07-06-2021,09-03-2022,-3.97,7.25,-23.39,"ICICI Group purchased 13884962 shares of Bharat Petroleum Corporation Ltd. in their ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL VALUE DISCOVERY FUND fund on NSE for the price of 438.1 . This was a Bulk deal and after this purchase, the stock showed -3.97% growth in 1 month, 7.25% growth in 3 months and -23.39% growth in 1 year."
19-03-2021,Affle (India) Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,5351.46,139019,0.001,AFFLE.NS,18-04-2021,17-06-2021,19-03-2022,1.06,-4.17,13.2,"Vanguard Fund purchased 139019 shares of Affle (India) Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 5351.46 . This was a Bulk deal and after this purchase, the stock showed 1.06% growth in 1 month, -4.17% growth in 3 months and 13.2% growth in 1 year."
19-03-2021,Akzo Nobel India Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,2200.49,229855,0.005,AKZOINDIA.NS,18-04-2021,17-06-2021,19-03-2022,3.09,4.5,-11.76,"Vanguard Fund purchased 229855 shares of Akzo Nobel India Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 2200.49 . This was a Bulk deal and after this purchase, the stock showed 3.09% growth in 1 month, 4.5% growth in 3 months and -11.76% growth in 1 year."
19-03-2021,Alok Industries Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,19.91,25215483,0.0051,ALOKINDS.NS,18-04-2021,17-06-2021,19-03-2022,6.53,45.23,23.62,"Vanguard Fund purchased 25215483 shares of Alok Industries Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 19.91 . This was a Bulk deal and after this purchase, the stock showed 6.53% growth in 1 month, 45.23% growth in 3 months and 23.62% growth in 1 year."
19-03-2021,Brigade Enterprises Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,250.03,1830446,0.0079,BRIGADE.NS,18-04-2021,17-06-2021,19-03-2022,0.8,13.96,112,"Vanguard Fund purchased 1830446 shares of Brigade Enterprises Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 250.03 . This was a Bulk deal and after this purchase, the stock showed 0.8% growth in 1 month, 13.96% growth in 3 months and 112.0% growth in 1 year."
19-03-2021,CG Power and Industrial Solutions Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,58.9,11186212,0.0073,CGPOWER.NS,18-04-2021,17-06-2021,19-03-2022,21.8,37.83,185.16,"Vanguard Fund purchased 11186212 shares of CG Power and Industrial Solutions Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 58.9 . This was a Bulk deal and after this purchase, the stock showed 21.8% growth in 1 month, 37.83% growth in 3 months and 185.16% growth in 1 year."
19-03-2021,Central Depository Services (India) Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,608.57,1047918,0.01,CDSL.NS,18-04-2021,17-06-2021,19-03-2022,18.98,65.65,151.63,"Vanguard Fund purchased 1047918 shares of Central Depository Services (India) Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 608.57 . This was a Bulk deal and after this purchase, the stock showed 18.98% growth in 1 month, 65.65% growth in 3 months and 151.63% growth in 1 year."
19-03-2021,CreditAccess Grameen Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,688.32,1568275,0.0098,CREDITACC.NS,18-04-2021,17-06-2021,19-03-2022,-17.26,9.83,10.57,"Vanguard Fund purchased 1568275 shares of CreditAccess Grameen Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 688.32 . This was a Bulk deal and after this purchase, the stock showed -17.26% growth in 1 month, 9.83% growth in 3 months and 10.57% growth in 1 year."
19-03-2021,Cyient Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,660.13,1536306,0.0139,CYIENT.NS,18-04-2021,17-06-2021,19-03-2022,3.79,28,35.95,"Vanguard Fund purchased 1536306 shares of Cyient Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 660.13 . This was a Bulk deal and after this purchase, the stock showed 3.79% growth in 1 month, 28.0% growth in 3 months and 35.95% growth in 1 year."
19-03-2021,EPL Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,211.15,2936779,0.0092,EPL.NS,18-04-2021,17-06-2021,19-03-2022,-1.07,23.31,-24.05,"Vanguard Fund purchased 2936779 shares of EPL Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 211.15 . This was a Bulk deal and after this purchase, the stock showed -1.07% growth in 1 month, 23.31% growth in 3 months and -24.05% growth in 1 year."
19-03-2021,Eris Lifesciences Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,578.27,994897,0.0073,ERIS.NS,18-04-2021,17-06-2021,19-03-2022,1.77,22.28,23.64,"Vanguard Fund purchased 994897 shares of Eris Lifesciences Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 578.27 . This was a Bulk deal and after this purchase, the stock showed 1.77% growth in 1 month, 22.28% growth in 3 months and 23.64% growth in 1 year."
19-03-2021,Firstsource Solutions Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,111.49,5870451,0.0084,FSL.NS,18-04-2021,17-06-2021,19-03-2022,4.62,47.98,12.69,"Vanguard Fund purchased 5870451 shares of Firstsource Solutions Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 111.49 . This was a Bulk deal and after this purchase, the stock showed 4.62% growth in 1 month, 47.98% growth in 3 months and 12.69% growth in 1 year."
19-03-2021,Honeywell Automation India Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,43009.54,70589,0.008,HONAUT.NS,18-04-2021,17-06-2021,19-03-2022,0.48,-6.16,-8.17,"Vanguard Fund purchased 70589 shares of Honeywell Automation India Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 43009.54 . This was a Bulk deal and after this purchase, the stock showed 0.48% growth in 1 month, -6.16% growth in 3 months and -8.17% growth in 1 year."
19-03-2021,IIFL Finance Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,301.83,6208217,0.0163,IIFL.NS,18-04-2021,17-06-2021,19-03-2022,-9.43,-15.41,-4.61,"Vanguard Fund purchased 6208217 shares of IIFL Finance Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 301.83 . This was a Bulk deal and after this purchase, the stock showed -9.43% growth in 1 month, -15.41% growth in 3 months and -4.61% growth in 1 year."
19-03-2021,IndiaMART InterMESH Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,8140.57,184193,0.0031,INDIAMART.NS,18-04-2021,17-06-2021,19-03-2022,-1.97,-10.29,-44.78,"Vanguard Fund purchased 184193 shares of IndiaMART InterMESH Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 8140.57 . This was a Bulk deal and after this purchase, the stock showed -1.97% growth in 1 month, -10.29% growth in 3 months and -44.78% growth in 1 year."
19-03-2021,Indian Energy Exchange Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,370.75,3093250,0.0035,IEX.NS,18-04-2021,17-06-2021,19-03-2022,-6.88,1.01,80.49,"Vanguard Fund purchased 3093250 shares of Indian Energy Exchange Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 370.75 . This was a Bulk deal and after this purchase, the stock showed -6.88% growth in 1 month, 1.01% growth in 3 months and 80.49% growth in 1 year."
19-03-2021,Intellect Design Arena Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,669.28,1528201,0.0112,INTELLECT.NS,18-04-2021,17-06-2021,19-03-2022,2.06,13.46,13.92,"Vanguard Fund purchased 1528201 shares of Intellect Design Arena Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 669.28 . This was a Bulk deal and after this purchase, the stock showed 2.06% growth in 1 month, 13.46% growth in 3 months and 13.92% growth in 1 year."
19-03-2021,Lakshmi Machine Works Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,6966.9,101831,0.0095,LAXMIMACH.NS,18-04-2021,17-06-2021,19-03-2022,-9.09,-7.8,43.63,"Vanguard Fund purchased 101831 shares of Lakshmi Machine Works Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 6966.9 . This was a Bulk deal and after this purchase, the stock showed -9.09% growth in 1 month, -7.8% growth in 3 months and 43.63% growth in 1 year."
19-03-2021,Narayana Hrudayalaya Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,385.42,1470158,0.0072,NH.NS,18-04-2021,17-06-2021,19-03-2022,4.22,23.14,78.16,"Vanguard Fund purchased 1470158 shares of Narayana Hrudayalaya Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F fund on NSE for the price of 385.42 . This was a Bulk deal and after this purchase, the stock showed 4.22% growth in 1 month, 23.14% growth in 3 months and 78.16% growth in 1 year."
